Highest_Charting_Position,Number_of_Times_Charted,Week_of_Highest_Charting,Week_of_Highest_Charting_year,Week_of_Highest_Charting_month,Week_of_Highest_Charting_day,Song_Name,Streams,Artist,Artist_Followers,Song_ID,Release_Date,Release_Date_year,Release_Date_month,Release_Date_day,Weeks_Charted,Weeks_Charted_year,Weeks_Charted_month,Weeks_Charted_day,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_ms,Valence,Chord,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Genre_8,Genre_9,Genre_10,Genre_11
113,4,8/14/2020,2020,8,14,Rags2Riches 2 (feat. Lil Baby),4547965,Rod Wave,2203386,40TPiJpvwGIyvPjJMDTKfy,8/7/2020,2020,8,7,8/28/2020,2020,8,28,60,0.874,0.443,-9.628,0.241,0.147,0.124,118.004,235988,0.298,F,florida rap,,,,,,,,,,
33,7,6/25/2021,2021,6,25,Dinero,8564775,Trinidad Cardona,116817,3ggtU1ZOKO8ZNiqPNyXGcm,2/2/2018,2018,2,2,7/23/2021,2021,7,23,87,0.708,0.782,-4.687,0.067,0.008,0.107,119.997,160880,0.484,D,,,,,,,,,,,
137,1,5/21/2021,2021,5,21,SHUM,6237019,Go_A,107553,7mEDVrAHDnQJStDo8jKJJm,3/10/2021,2021,3,10,5/21/2021,2021,5,21,75,0.527,0.737,-5.34,0.064,0.05,0.105,116.431,172675,0.499,E,eurovision,,,,,,,,,,
159,1,7/16/2021,2021,7,16,Genius (feat. Lil Tjay & Swae Lee),5702636,Pop Smoke,6837946,2mmRtchzDVpCj9LSyexgjS,7/31/2021,2021,7,31,7/16/2021,2021,7,16,53,0.723,0.667,-7.524,0.351,0.256,0.261,143.044,208112,0.396,D,brooklyn drill,,,,,,,,,,
109,6,2/5/2021,2021,2,5,I Feel It Coming,5079857,"The Weeknd, Daft Punk",35340069,3dhjNA0jGA8vHBQ1VdD6vV,11/25/2016,2016,11,25,3/12/2021,2021,3,12,80,0.773,0.819,-5.946,0.118,0.428,0.068,92.987,269187,0.585,C,canadian contemporary r&b, canadian pop, pop,,,,,,,,
192,1,10/16/2020,2020,10,16,Let Me Love You Like A Woman,4665053,Lana Del Rey,13697048,1gxdWpeOUBpvB908fiZs4D,3/19/2021,2021,3,19,10/16/2020,2020,10,16,67,0.303,0.249,-11.715,0.111,0.97,0.117,66.932,200661,0.131,C,art pop, pop,,,,,,,,,
141,1,7/31/2020,2020,7,31,Sie ruft,5752169,Apache 207,1674348,4CyCHkhRsDXUeP5K4Y3xjU,7/31/2020,2020,7,31,7/31/2020,2020,7,31,59,0.819,0.507,-7.336,0.088,0.482,0.105,130.009,152013,0.634,C#/Db,german hip hop,,,,,,,,,,
43,2,8/21/2020,2020,8,21,Lemonade,11373347,"Internet Money, Gunna, Don Toliver, NAV",412466,02kDW379Yfd5PzW5A6vuGt,8/14/2020,2020,8,14,8/21/2020,2020,8,21,82,0.799,0.66,-6.153,0.079,0.256,0.111,140.04,195429,0.471,C#/Db,pop rap, rap, trap,,,,,,,,
179,1,6/25/2021,2021,6,25,Been Like This,5362817,Doja Cat,8640063,7y3xU9vEC1s8DSuuoSYKih,6/25/2021,2021,6,25,6/25/2021,2021,6,25,74,0.678,0.531,-5.029,0.037,0.126,0.377,99.008,177373,0.176,A#/Bb,dance pop, pop,,,,,,,,,
168,3,3/20/2020,2020,3,20,Call Out My Name,5233359,The Weeknd,35340069,09mEdoA6zrmBPgTEN5qXmN,3/30/2018,2018,3,30,2/5/2021,2021,2,5,80,0.461,0.593,-4.954,0.036,0.17,0.307,134.17,228373,0.175,C#/Db,canadian contemporary r&b, canadian pop, pop,,,,,,,,
77,14,6/26/2020,2020,6,26,Rover (feat. DTG),4488631,S1mba,46992,4slSrbTK1sNK4I1mDYEthf,3/4/2020,2020,3,4,8/14/2020,2020,8,14,73,0.613,0.624,-6.66,0.206,0.496,0.283,62.948,167917,0.804,B,afroswing, social media pop,,,,,,,,,
20,5,4/9/2021,2021,4,9,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),5480722,Taylor Swift,42227614,2CYVETnhM9aytqrazYYwrK,4/9/2021,2021,4,9,4/30/2021,2021,4,30,74,0.66,0.817,-6.269,0.052,0.162,0.067,135.942,277592,0.714,B,pop, post-teen pop,,,,,,,,,
145,1,8/21/2020,2020,8,21,Frühstück in Paris,5440253,"Capital Bra, Cro",4093115,1ddbNJwDjjmCYz1GFGYnsw,9/17/2020,2020,9,17,8/21/2020,2020,8,21,56,0.744,0.644,-5.562,0.064,0.229,0.204,96.852,151360,0.577,G#/Ab,german hip hop,,,,,,,,,,
109,3,7/23/2021,2021,7,23,Fulanito,6614072,"Becky G, El Alfa",10356559,59L8x0xy8njj75vzVCPMqg,6/3/2021,2021,6,3,7/23/2021,2021,7,23,86,0.93,0.837,-4.632,0.187,0.256,0.239,111.898,158532,0.821,G,dance pop, latin, latin pop, latin viral pop, pop, rap latina, reggaeton, trap latino,,,
195,1,12/27/2019,2019,12,27,New Rules,4630675,Dua Lipa,27167675,2ekn2ttSfGqwhhate0LSR0,6/2/2017,2017,6,2,12/27/2019,2019,12,27,79,0.762,0.7,-6.021,0.069,0.003,0.153,116.073,209320,0.608,A,dance pop, pop, uk pop,,,,,,,,
58,4,4/17/2020,2020,4,17,Gimme Love,7471309,Joji,4759367,2hfoyc7ve6xM4ZEiNIiU1B,4/16/2020,2020,4,16,9/25/2020,2020,9,25,69,0.482,0.631,-6.917,0.099,0.696,0.209,126.576,214558,0.074,F,alternative r&b, viral pop,,,,,,,,,
33,12,11/27/2020,2020,11,27,BOOKER T,4995965,Bad Bunny,36177712,26w9NTiE9NGjW1ZvIOd1So,11/27/2020,2020,11,27,2/26/2021,2021,2,26,77,0.883,0.6,-7.188,0.37,0.114,0.093,113.903,156430,0.691,G,latin, reggaeton, trap latino,,,,,,,,
65,2,7/16/2021,2021,7,16,Bout A Million (feat. 42 Dugg & 21 Savage),5315734,Pop Smoke,6837946,4LaGu95Ui2s4vprSQYWUAZ,7/16/2021,2021,7,16,7/23/2021,2021,7,23,81,0.716,0.67,-6.995,0.101,0.526,0.13,145.043,203586,0.411,C,brooklyn drill,,,,,,,,,,
77,34,1/3/2020,2020,1,3,July,4598766,Noah Cyrus,891555,6J2LdBN97cDWn0MLxYh9HB,5/15/2020,2020,5,15,10/16/2020,2020,10,16,81,0.708,0.186,-8.953,0.042,0.868,0.078,72.541,156106,0.322,A,alt z, dance pop, pop, post-teen pop,,,,,,,
63,1,7/3/2020,2020,7,3,44 BullDog,8443771,Pop Smoke,6852509,7sjFIZ1g5QLJLGja3k592K,7/3/2020,2020,7,3,7/3/2020,2020,7,3,66,0.8,0.564,-5.817,0.4,0.029,0.112,139.989,150857,0.318,G#/Ab,brooklyn drill,,,,,,,,,,
14,26,8/14/2020,2020,8,14,Midnight Sky,5208100,Miley Cyrus,15778531,27ycaQnQAxaPiyeg3nr2aB,8/14/2020,2020,8,14,2/5/2021,2021,2,5,76,0.705,0.814,-5.466,0.035,0.001,0.203,110,223279,0.259,E,dance pop, pop, post-teen pop,,,,,,,,
30,45,12/27/2019,2019,12,27,Beautiful People (feat. Khalid),4813796,Ed Sheeran,83337783,4evmHXcjt3bTUHD1cvny97,6/28/2019,2019,6,28,11/6/2020,2020,11,6,79,0.64,0.648,-8.113,0.187,0.124,0.08,92.977,197867,0.548,F,pop, uk pop,,,,,,,,,
52,11,2/28/2020,2020,2,28,A Tu Merced,4909499,Bad Bunny,36177712,4r9jkMEnArtWGH2rL2FZl0,2/29/2020,2020,2,29,5/8/2020,2020,5,8,82,0.86,0.791,-4.784,0.057,0.169,0.106,92.023,175918,0.887,C,latin, reggaeton, trap latino,,,,,,,,
60,8,6/18/2021,2021,6,18,t r a n s p a r e n t s o u l feat. Travis Barker,6853994,WILLOW,1521837,1QL7nSDZCwZMnbisV4KOXt,4/27/2021,2021,4,27,7/23/2021,2021,7,23,85,0.39,0.83,-5.201,0.056,0.002,0.156,90.021,168030,0.191,B,afrofuturism, dance pop, electropop, pop, pop rap, post-teen pop,,,,,
169,1,7/17/2020,2020,7,17,Never Know (feat. SHIRIN DAVID),4803071,Luciano,942380,5Hkj1XjMJv5QCGc9NwZm6z,7/16/2020,2020,7,16,7/17/2020,2020,7,17,60,0.874,0.542,-7.064,0.344,0.062,0.181,142.016,196933,0.481,A#/Bb,german drill, german hip hop,,,,,,,,,
82,11,10/23/2020,2020,10,23,Tick Tock (feat. 24kGoldn),6241923,"Clean Bandit, Mabel",4431309,27u7t9d7ZQoyjsCROHuZJ3,8/21/2020,2020,8,21,11/20/2020,2020,11,20,78,0.779,0.705,-3.895,0.034,0.369,0.124,101.022,178374,0.946,C,dance pop, edm, pop, pop dance, post-teen pop, tropical house, uk dance, uk funky,,,
2,29,1/3/2020,2020,1,3,Yummy,4599349,Justin Bieber,48544923,41L3O37CECZt3N7ziG2z7l,1/3/2020,2020,1,3,7/17/2020,2020,7,17,72,0.687,0.514,-6.612,0.09,0.366,0.116,145.921,210427,0.494,A,canadian pop, pop, post-teen pop,,,,,,,,
71,13,4/30/2021,2021,4,30,"Volta Bebê, Volta Neném",5041120,"Dj Guuga, DJ Ivis",608109,4wQUopWk9Ed7Ng5qpKN5qd,3/27/2021,2021,3,27,7/9/2021,2021,7,9,79,0.583,0.918,-3.612,0.052,0.288,0.07,164.081,172973,0.836,F#/Gb,funk carioca, funk paulista, rave funk,,,,,,,,
91,3,8/21/2020,2020,8,21,Not Shy,4982232,ITZY,2384076,4ecVWqbtW6phQGpZMAyqIU,8/17/2020,2020,8,17,9/4/2020,2020,9,4,73,0.776,0.911,-3.08,0.131,0.155,0.268,101.027,177728,0.56,D,k-pop girl group,,,,,,,,,,
74,1,12/4/2020,2020,12,4,Real Shit (with benny blanco),9325928,Juice WRLD,19102888,3uVPLtkmDu8pDkYEAVqbgS,12/2/2020,2020,12,2,12/4/2020,2020,12,4,70,0.703,0.703,-4.672,0.133,0.605,0.12,76.017,183783,0.697,C#/Db,chicago rap, melodic rap,,,,,,,,,
128,9,1/10/2020,2020,1,10,Perreo en La Luna,5135469,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",206225,0RDgqtvOHLwcI6yz9bjsZV,10/11/2019,2019,10,11,2/21/2020,2020,2,21,66,0.711,0.757,-4.188,0.29,0.268,0.367,174.013,218587,0.724,C#/Db,latin, reggaeton, trap latino,,,,,,,,
14,32,8/28/2020,2020,8,28,"Ay, DiOs Mío!",5344862,KAROL G,1251372,3PF1mUoD0NgK4ykdt5sk3g,8/12/2021,2021,8,12,2/12/2021,2021,2,12,0,0.715,0.706,-4.423,0.195,0.496,0.106,179.997,189840,0.522,B,,,,,,,,,,,
6,84,12/27/2019,2019,12,27,Circles,7156162,Post Malone,33651775,21jGcNKet2qwijlDFuPiPb,9/6/2019,2019,9,6,7/23/2021,2021,7,23,87,0.695,0.762,-3.497,0.04,0.192,0.086,120.042,215280,0.553,C,dfw rap, melodic rap, rap,,,,,,,,
61,12,12/27/2019,2019,12,27,Adicto (with Anuel AA & Ozuna),4785720,Tainy,509411,3jbT1Y5MoPwEIpZndDDwVq,8/22/2019,2019,8,22,3/13/2020,2020,3,13,75,0.734,0.836,-4.803,0.074,0.017,0.179,80.002,270741,0.623,A#/Bb,latin, latin hip hop, latin pop, pop reggaeton, reggaeton, reggaeton flow, trap latino,,,,
117,4,11/6/2020,2020,11,6,Papi Chulo,5361669,"Octavian, Skepta",213344,6Juv5N0dNU1imms9c9u1dA,3/13/2020,2020,3,13,11/13/2020,2020,11,13,73,0.866,0.563,-6.964,0.108,0.185,0.089,127.954,161668,0.307,B,afroswing, london rap, uk alternative hip hop, uk hip hop,,,,,,,
105,1,2/7/2020,2020,2,7,Yikes,6561188,Nicki Minaj,22170982,75dLEqanQTupF3dtP9exT5,2/7/2020,2020,2,7,2/7/2020,2020,2,7,70,0.911,0.637,-8.381,0.447,0.041,0.238,149.996,156882,0.66,G#/Ab,dance pop, hip pop, pop, pop rap, post-teen pop, queens hip hop,,,,,
195,1,1/10/2020,2020,1,10,Cut You Off,4874380,Selena Gomez,28931149,4OtHGdb0KqEbaWb6edUnR9,1/10/2020,2020,1,10,1/10/2020,2020,1,10,51,0.855,0.294,-8.676,0.286,0.3,0.091,139.745,182017,0.842,F,dance pop, pop, post-teen pop,,,,,,,,
91,1,5/29/2020,2020,5,29,Babylon,6996402,Lady Gaga,18585963,5DttNeiizFqWUON9hZBqTY,5/29/2020,2020,5,29,5/29/2020,2020,5,29,61,0.698,0.799,-4.372,0.034,0.013,0.215,115.957,161733,0.351,D,dance pop, pop, post-teen pop,,,,,,,,
64,10,4/2/2021,2021,4,2,Headshot (feat. Polo G & Fivio Foreign),5174298,Lil Tjay,3553442,4eNOLmx8r2IJAVKvBBL1jv,4/2/2021,2021,4,2,5/21/2021,2021,5,21,81,0.808,0.639,-7.266,0.279,0.08,0.15,118,144349,0.395,C#/Db,brooklyn drill, melodic rap, nyc rap,,,,,,,,
74,3,10/30/2020,2020,10,30,MORE,5602168,"K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends",1245965,6juLaduD4STCUDWT0AYun4,10/28/2020,2020,10,28,11/13/2020,2020,11,13,73,0.66,0.787,-4.592,0.032,0.003,0.323,142.018,217088,0.199,C#/Db,k-pop girl group,,,,,,,,,,
176,1,10/30/2020,2020,10,30,Kids Again,5103194,Sam Smith,17097317,1ABS9lKaZ1uXkXCqr9zFO7,10/30/2020,2020,10,30,10/30/2020,2020,10,30,62,0.666,0.726,-2.998,0.026,0.486,0.089,128.044,207528,0.468,B,dance pop, pop, post-teen pop, uk pop,,,,,,,
65,1,2/14/2020,2020,2,14,All Around Me,9010535,Justin Bieber,48544923,5Py8zRKGkZvgHniVVtvNCN,2/14/2020,2020,2,14,2/14/2020,2020,2,14,63,0.566,0.438,-7.564,0.037,0.809,0.212,117.127,136907,0.692,C,canadian pop, pop, post-teen pop,,,,,,,,
159,1,5/22/2020,2020,5,22,Together,4861870,Sia,20528724,5id3Rqn7SPj1LX4FfY4nGz,5/20/2020,2020,5,20,5/22/2020,2020,5,22,71,0.521,0.877,-5.444,0.068,0.013,0.093,180.007,205208,0.199,G,australian dance, australian pop, dance pop, pop,,,,,,,
120,3,1/24/2020,2020,1,24,Break My Stride,5312936,Matthew Wilder,30386,1mCsF9Tw4AkIZOjvZbZZdT,3/19/1983,1983,3,19,1/31/2020,2020,1,31,73,0.917,0.588,-11.047,0.061,0.195,0.091,110.077,184480,0.828,A#/Bb,new wave pop,,,,,,,,,,
101,4,5/29/2020,2020,5,29,Fútbol & Rumba (feat. Enrique Iglesias),5124116,Anuel AA,18306226,2hDe0Ls5mVqs1XJqv7sbcM,5/29/2020,2020,5,29,6/19/2020,2020,6,19,67,0.735,0.916,-2.082,0.117,0.397,0.092,167.994,221429,0.691,D,latin, reggaeton, reggaeton flow, trap boricua, trap latino,,,,,,
66,11,3/13/2020,2020,3,13,Suicidal (Remix) [feat. Juice WRLD],4296154,YNW Melly,6332535,4S2uhQE8L9V6p7rj7SiauJ,3/13/2020,2020,3,13,6/5/2020,2020,6,5,76,0.655,0.441,-5.245,0.063,0.474,0.099,139.957,225857,0.273,A,melodic rap, trap,,,,,,,,,
137,10,3/6/2020,2020,3,6,XO Tour Llif3,4314080,Lil Uzi Vert,11821805,7GX5flRQZVHRAGd6B4TmDO,8/25/2017,2017,8,25,6/5/2020,2020,6,5,82,0.732,0.75,-6.366,0.231,0.003,0.109,155.096,182707,0.401,B,melodic rap, philly rap, rap, trap,,,,,,,
69,6,12/18/2020,2020,12,18,Christmas (Baby Please Come Home),5394054,Darlene Love,1251372,46pF1zFimM582ss1PrMy68,1963,,1963,,12/25/2020,2020,12,25,45,0.325,0.759,-7.146,0.053,0.395,0.077,126.627,166453,0.36,G#/Ab,,,,,,,,,,,
59,6,7/17/2020,2020,7,17,Rags2Riches (feat. ATR Son Son),4737306,Rod Wave,2203386,0qg0GJp7HSewRCVPP4fKGk,4/3/2020,2020,4,3,8/14/2020,2020,8,14,55,0.904,0.26,-17.57,0.101,0.277,0.121,117.967,167147,0.231,F,florida rap,,,,,,,,,,
74,1,2/21/2020,2020,2,21,Friends,8822365,BTS,37151476,7w05lsU2VLSeiT8Nukrv5M,2/21/2020,2020,2,21,2/21/2020,2020,2,21,72,0.55,0.747,-5.211,0.041,0.067,0.054,79.98,199339,0.648,C#/Db,k-pop, k-pop boy group,,,,,,,,,
17,30,1/29/2021,2021,1,29,Hecha Pa' Mi,6308369,Boza,278679,3VvA1wSxukMLsvXoXtlwWx,7/31/2020,2020,7,31,6/18/2021,2021,6,18,83,0.725,0.756,-5.013,0.057,0.362,0.103,100.07,186133,0.828,E,reggaeton,,,,,,,,,,
50,23,12/27/2019,2019,12,27,Callaita,4350496,"Bad Bunny, Tainy",36177712,2TH65lNHgvLxCKXM3apjxI,5/31/2019,2019,5,31,6/5/2020,2020,6,5,81,0.61,0.624,-4.773,0.309,0.6,0.243,176.169,250534,0.244,D,latin, reggaeton, trap latino,,,,,,,,
140,7,1/3/2020,2020,1,3,Only Human,4953866,Jonas Brothers,5436999,0DiDStADDVh3SvAsoJAFMk,6/7/2019,2019,6,7,2/7/2020,2020,2,7,74,0.795,0.496,-5.883,0.072,0.108,0.065,94.01,183000,0.874,C,boy band, dance pop, pop, post-teen pop,,,,,,,
37,12,1/3/2020,2020,1,3,Ayy Macarena,5046905,Tyga,6298789,6LcauUZjF1eXQrgqMUecHX,11/13/2019,2019,11,13,3/13/2020,2020,3,13,74,0.816,0.629,-5.568,0.226,0.133,0.069,96.493,131607,0.714,D,dance pop, hip hop, pop rap, rap, southern hip hop, trap,,,,,
13,21,5/1/2020,2020,5,1,Savage Remix (feat. Beyoncé),4568308,"Beyoncé, Megan Thee Stallion",28335112,5v4GgrXPMghOnBBLmveLac,4/29/2020,2020,4,29,9/11/2020,2020,9,11,73,0.822,0.743,-4.772,0.28,0.016,0.127,84.459,242001,0.636,A#/Bb,dance pop, pop, post-teen pop, r&b,,,,,,,
20,5,1/15/2021,2021,1,15,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",6162453,Ariana Grande,missing, , ,, ,,2/19/2021,2021,2,19,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing, , ,,,,,,,,,,
9,39,2/26/2021,2021,2,26,The Business,10739770,Tiësto,5785065,6f3Slt0GbA2bPZlz0aIFXN,9/16/2020,2020,9,16,7/23/2021,2021,7,23,90,0.798,0.62,-7.079,0.232,0.414,0.112,120.031,164000,0.235,G#/Ab,big room, brostep, dance pop, dutch edm, edm, electro house, house, pop dance, slap house, trance, tropical house
199,1,5/21/2021,2021,5,21,10 Years,5152139,Daði Freyr,169137,4O0LQKVT6hGmVGNwizmydg,3/13/2021,2021,3,13,5/21/2021,2021,5,21,70,0.798,0.621,-6.916,0.039,0.014,0.093,123.038,166000,0.443,D,icelandic pop, sunnlensk tonlist,,,,,,,,,
47,8,5/8/2020,2020,5,8,PA' ROMPERLA,4312675,"Bad Bunny, Don Omar",36177712,5XqCz18k96K8tx6DAYM97i,5/10/2020,2020,5,10,6/26/2020,2020,6,26,72,0.772,0.83,-5.019,0.06,0.016,0.084,94.011,194200,0.697,G,latin, reggaeton, trap latino,,,,,,,,
17,3,11/27/2020,2020,11,27,YO VISTO ASÍ,6388079,Bad Bunny,36177712,5fROvzNghPid8mbKNDYvpJ,11/27/2020,2020,11,27,12/11/2020,2020,12,11,73,0.688,0.881,-4.889,0.047,0.095,0.08,123.013,191526,0.677,G,latin, reggaeton, trap latino,,,,,,,,
127,1,12/18/2020,2020,12,18,Carol of the Bells,7993078,"Mykola Dmytrovych Leontovych, John Williams",1024868,4tHqQMWSqmL6YjXwsqthDI,1990,,1990,,12/18/2020,2020,12,18,51,0.418,0.106,-22.507,0.045,0.994,0.179,46.718,85267,0.8,G#/Ab,soundtrack,,,,,,,,,,
148,1,8/28/2020,2020,8,28,Cry About It Later,5306994,Katy Perry,18936929,43WYPxyEfIxlIjNlxQGYzc,4/23/2021,2021,4,23,8/28/2020,2020,8,28,67,0.676,0.794,-4.78,0.037,0.051,0.072,125.957,159286,0.161,D,dance pop, pop, post-teen pop,,,,,,,,
105,14,1/15/2021,2021,1,15,Love Not War (The Tampa Beat),5326719,"Jason Derulo, Nuka",9778632,4Lt6GXGzYsa1tgkv3nGSTm,11/20/2020,2020,11,20,3/26/2021,2021,3,26,79,0.738,0.85,-3.049,0.064,0.105,0.23,98.013,192921,0.865,G#/Ab,dance pop, pop, pop rap, post-teen pop,,,,,,,
150,2,12/27/2019,2019,12,27,Roller,4732292,Apache 207,1674348,6hw1Sy9wZ8UCxYGdpKrU6M,10/25/2019,2019,10,25,1/3/2020,2020,1,3,70,0.941,0.758,-6.47,0.17,0.026,0.193,128.017,157093,0.683,A#/Bb,german hip hop,,,,,,,,,,
4,13,2/14/2020,2020,2,14,No Time To Die,4293009,Billie Eilish,47061119,73SpzrcaHk0RQPFP73vqVR,2/13/2020,2020,2,13,5/8/2020,2020,5,8,75,0.38,0.219,-13.273,0.036,0.917,0.083,73.537,242265,0.052,E,electropop, pop,,,,,,,,,
49,2,10/30/2020,2020,10,30,my hair,4896521,Ariana Grande,67208170,6u7gmPOz7pzzaeR9xSBpsR,10/30/2020,2020,10,30,11/6/2020,2020,11,6,66,0.686,0.526,-6.842,0.037,0.082,0.144,92.013,158436,0.372,C,dance pop, pop, post-teen pop,,,,,,,,
157,7,1/24/2020,2020,1,24,Pa' Olvidarme De Ella,5066711,"Piso 21, Christian Nodal",7226268,1cVlW9WQiGlFdWUXFdFZGh,9/6/2019,2019,9,6,2/7/2020,2020,2,7,74,0.728,0.542,-5.195,0.051,0.259,0.136,90.016,227234,0.637,C,colombian pop, latin, latin pop, reggaeton, reggaeton colombiano, trap latino,,,,,
72,5,5/7/2021,2021,5,7,NEVER LEFT,5552212,Lil Tecca,4016497,21UkXrc9kD48rNpTMI2ecz,5/6/2021,2021,5,6,6/4/2021,2021,6,4,82,0.807,0.659,-6.92,0.332,0.022,0.309,82.465,168727,0.438,B,melodic rap, rap, trap,,,,,,,,
169,2,1/3/2020,2020,1,3,VALENTINO,4935492,24kGoldn,1276406,6piAUJJQFD8oHDUr0b7l7q,11/22/2019,2019,11,22,1/3/2020,2020,1,3,74,0.746,0.717,-4.841,0.179,0.199,0.132,150.964,179133,0.523,A,cali rap,,,,,,,,,,
198,1,3/13/2020,2020,3,13,"Bad Girls, Good Vibes",4752181,Ufo361,1700759,7IxGslFZA5QhgXbUsDmcjf,3/13/2020,2020,3,13,3/13/2020,2020,3,13,53,0.826,0.368,-12.761,0.133,0.516,0.091,127.977,107446,0.158,G,german cloud rap, german hip hop,,,,,,,,,
13,14,2/28/2020,2020,2,28,Stupid Love,4609858,Lady Gaga,1251372,1zPwSOUc5MPtPg8EgXAGKU,8/8/2021,2021,8,8,6/19/2020,2020,6,19,0,0.68,0.825,-4.296,0.07,0.002,0.27,117.987,193533,0.784,G#/Ab,,,,,,,,,,,
70,1,12/11/2020,2020,12,11,closure,11245393,Taylor Swift,42227614,35rdVq36LMHQX0Suw9a6tK,12/11/2020,2020,12,11,12/11/2020,2020,12,11,62,0.689,0.704,-10.813,0.245,0.835,0.134,151.884,180653,0.92,A,pop, post-teen pop,,,,,,,,,
136,1,1/31/2020,2020,1,31,Mon Ami,5774770,Samra,1045091,1R4xkZXQUQ8QJtAdwHkSgC,1/29/2020,2020,1,29,1/31/2020,2020,1,31,53,0.801,0.731,-3.723,0.383,0.188,0.111,105.666,138409,0.537,G#/Ab,german hip hop,,,,,,,,,,
139,1,2/14/2020,2020,2,14,Borderline,5921044,Tame Impala,5064200,5hM5arv9KDbCHS0k9uqwjr,2/14/2020,2020,2,14,2/14/2020,2020,2,14,77,0.621,0.873,-3.067,0.037,0.041,0.082,97.96,237800,0.873,F,australian psych, neo-psychedelic,,,,,,,,,
4,37,9/18/2020,2020,9,18,Holy (feat. Chance The Rapper),5063015,Justin Bieber,48504126,5u1n1kITHCxxp8twBcZxWy,9/18/2020,2020,9,18,5/28/2021,2021,5,28,81,0.673,0.704,-8.056,0.36,0.196,0.09,86.919,212093,0.372,F#/Gb,canadian pop, pop, post-teen pop,,,,,,,,
45,20,10/23/2020,2020,10,23,Daisy,5030670,Ashnikko,1248499,0AUvWawuP0ibk4SQ3sIZjk,7/9/2020,2020,7,9,1/29/2021,2021,1,29,76,0.834,0.663,-6.143,0.133,0.235,0.372,121.876,146523,0.774,G#/Ab,electropop, escape room, pop,,,,,,,,
4,76,6/19/2020,2020,6,19,death bed (coffee for your head),5238547,"Powfu, beabadoobee",924083,7eJMfftS33KTjuF7lTsMCx,2/8/2020,2020,2,8,7/23/2021,2021,7,23,85,0.726,0.431,-8.765,0.135,0.731,0.696,144.026,173333,0.348,G#/Ab,sad rap,,,,,,,,,,
30,9,4/10/2020,2020,4,10,Level of Concern,4252898,Twenty One Pilots,20829526,6xZ4Q2k2ompmDppyeESIY8,4/9/2020,2020,4,9,6/5/2020,2020,6,5,72,0.754,0.583,-7.34,0.043,0.32,0.144,122.012,220051,0.77,E,modern rock, rock,,,,,,,,,
29,15,1/24/2020,2020,1,24,What If I Told You That I Love You,5234645,Ali Gatie,1758300,6USdi8uX5GNAPYziFhisHb,3/26/2021,2021,3,26,5/1/2020,2020,5,1,69,0.596,0.366,-11.144,0.115,0.63,0.055,84.394,193668,0.229,G,canadian hip hop, pop,,,,,,,,,
193,1,2/12/2021,2021,2,12,Wonderwall,4902737,Oasis,6478565,7ygpwy2qP3NbrxVkHvUhXY,1995,,1995,,2/12/2021,2021,2,12,78,0.375,0.893,-4.097,0.041,0.001,0.187,174.323,258773,0.434,D,beatlesque, britpop, madchester, permanent wave, rock,,,,,,
6,7,12/18/2020,2020,12,18,It's Beginning to Look a Lot like Christmas,15424001,Michael Bublé,4702232,5a1iz510sv2W9Dt1MvFd5R,11/9/2012,2012,11,9,12/25/2020,2020,12,25,55,0.339,0.214,-11.714,0.038,0.908,0.341,94.775,206640,0.363,E,adult standards, canadian pop, jazz pop, lounge,,,,,,,
124,3,11/6/2020,2020,11,6,Sweet Melody,5201322,Little Mix,9398941,76Tuo484SLohJakHLnGI3B,11/6/2020,2020,11,6,11/13/2020,2020,11,13,73,0.448,0.824,-4.249,0.057,0.074,0.113,119.965,213693,0.419,F,dance pop, girl group, pop, post-teen pop, talent show, uk pop,,,,,
