Highest_Charting_Position,Number_of_Times_Charted,Week_of_Highest_Charting,Week_of_Highest_Charting_year,Week_of_Highest_Charting_month,Week_of_Highest_Charting_day,Song_Name,Streams,Artist,Artist_Followers,Song_ID,Release_Date,Release_Date_year,Release_Date_month,Release_Date_day,Weeks_Charted,Weeks_Charted_year,Weeks_Charted_month,Weeks_Charted_day,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_ms,Valence,Chord,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Genre_8,Genre_9,Genre_10,Genre_11
191,1,7/23/2021,2021,7,23,Kiss My (Uh Oh),5063181,"Anne-Marie, Little Mix",8148393,0MWiSBKm8Avs8iDIxcertp,7/23/2021,2021,7,23,7/23/2021,2021,7,23,78,0.638,0.878,-3.639,0.048,0.015,0.308,103.948,176800,0.481,F,dance pop, pop, pop dance, post-teen pop, tropical house, uk pop,,,,,
89,1,7/23/2021,2021,7,23,Better Believe,7365053,"Belly, The Weeknd, Young Thug",203972,3zs87EV3EZSh2UpiXxT52Y,7/22/2021,2021,7,22,7/23/2021,2021,7,23,80,0.797,0.573,-7.85,0.319,0.159,0.144,124.995,206629,0.445,C,canadian hip hop, canadian trap, pop rap, rap, southern hip hop, trap, trap soul, underground hip hop,,,
12,14,12/25/2020,2020,12,25,Snowman,5454807,Sia,20528724,7uoFMmxln0GPXQ0AcCBXRq,11/1/2018,2018,11,1,3/12/2021,2021,3,12,77,0.716,0.512,-6.257,0.033,0.483,0.093,104.957,165907,0.326,C#/Db,australian dance, australian pop, dance pop, pop,,,,,,,
90,10,12/27/2019,2019,12,27,Quizas,5112244,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",206225,5Id5B3dxJZhPcV9GzgYZZe,10/11/2019,2019,10,11,2/28/2020,2020,2,28,73,0.727,0.815,-2.454,0.153,0.026,0.231,176.075,216067,0.677,D#/Eb,latin, reggaeton, trap latino,,,,,,,,
5,7,12/18/2020,2020,12,18,Rockin' Around The Christmas Tree,16613649,Brenda Lee,222627,2EjXfH91m7f8HiJN1yQg97,10/19/1964,1964,10,19,12/25/2020,2020,12,25,58,0.589,0.472,-8.749,0.05,0.614,0.505,67.196,126267,0.898,G#/Ab,adult standards, brill building pop, easy listening, lounge, rockabilly, vocal jazz,,,,,
75,1,4/16/2021,2021,4,16,Diamonds Dancing (feat. Travis Scott),7515766,"Young Stoner Life, Young Thug, Gunna",61930,7uZqvqXzzYMKrexKxdcGmd,4/16/2021,2021,4,16,4/16/2021,2021,4,16,69,0.851,0.703,-7.351,0.303,0.009,0.09,74.017,242600,0.596,E,rap, trap,,,,,,,,,
5,21,3/19/2021,2021,3,19,Hold On,6300416,Justin Bieber,1250353,49xx65gvlD7xXjDTavFqaJ,8/13/2021,2021,8,13,7/23/2021,2021,7,23,0,0.658,0.634,-5.797,0.041,0.011,0.132,139.98,170813,0.29,C#/Db,,,,,,,,,,,
67,2,2/7/2020,2020,2,7,No Shame,5835260,5 Seconds of Summer,7744095,5EbidH3lGB30WuDsoR4km6,3/27/2020,2020,3,27,2/14/2020,2020,2,14,62,0.576,0.807,-3.019,0.037,0.019,0.096,90.932,192737,0.479,G,boy band, dance pop, electropop, pop, post-teen pop,,,,,,
12,83,12/27/2019,2019,12,27,Someone You Loved,8490162,Lewis Capaldi,8384096,7qEHsqek33rTcFNT9PFqLf,5/17/2019,2019,5,17,7/23/2021,2021,7,23,86,0.501,0.405,-5.679,0.032,0.751,0.105,109.891,182161,0.446,C#/Db,pop, uk pop,,,,,,,,,
52,22,2/5/2021,2021,2,5,The Hills,5068864,The Weeknd,35305637,7fBv7CLKzipRk6EC6TWHOB,8/28/2015,2015,8,28,7/23/2021,2021,7,23,84,0.585,0.564,-7.063,0.052,0.067,0.135,113.003,242253,0.137,C,canadian contemporary r&b, canadian pop, pop,,,,,,,,
130,11,12/27/2019,2019,12,27,God's Plan,4565400,Drake,56327031,6DCZcSspjsKoFjzjrWoCdn,6/29/2018,2018,6,29,5/1/2020,2020,5,1,82,0.754,0.449,-9.211,0.109,0.033,0.552,77.169,198973,0.357,G,canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap,,,,,
84,1,4/9/2021,2021,4,9,The Way I Loved You (Taylor’s Version),7736262,Taylor Swift,42227614,22bPsP2jCgbLUvh82U0Z3M,4/9/2021,2021,4,9,4/9/2021,2021,4,9,72,0.402,0.732,-4.665,0.048,0.003,0.108,161.032,243137,0.472,F,pop, post-teen pop,,,,,,,,,
140,4,1/22/2021,2021,1,22,Can You Feel My Heart,5092250,Bring Me The Horizon,3912138,0WSa1sucoNRcEeULlZVQXj,4/1/2013,2013,4,1,2/5/2021,2021,2,5,77,0.15,0.859,-2.827,0.06,0.002,0.387,170.527,228147,0.354,E,melodic metalcore, metalcore, rock, uk metalcore,,,,,,,
42,60,1/31/2020,2020,1,31,when the party's over,5467596,Billie Eilish,1250353,5KWwUzVxubgSPmLIUAQhYt,8/13/2021,2021,8,13,4/30/2021,2021,4,30,0,0.484,0.103,-14.075,0.063,0.979,0.09,124.011,199931,0.194,C#/Db,,,,,,,,,,,
55,2,6/25/2021,2021,6,25,I Don't Do Drugs (feat. Ariana Grande),5912293,Doja Cat,8640063,0FFsgUoFibYISzMxuGS61W,6/25/2021,2021,6,25,7/2/2021,2021,7,2,80,0.683,0.615,-5.737,0.097,0.222,0.154,77.014,188893,0.45,F,dance pop, pop,,,,,,,,,
81,3,3/6/2020,2020,3,6,Se Me Olvidó,4591194,Christian Nodal,8123757,7paFC3FEu1WtPVP4Do6VZN,5/29/2020,2020,5,29,3/20/2020,2020,3,20,71,0.65,0.558,-3.082,0.031,0.368,0.303,141.82,159533,0.725,C,mariachi, nuevo regional mexicano, ranchera, regional mexican,,,,,,,
22,22,2/12/2021,2021,2,12,We're Good,6318660,Dua Lipa,27142474,1diS6nkxMQc3wwC4G1j0bh,2/11/2021,2021,2,11,7/9/2021,2021,7,9,83,0.722,0.588,-5.932,0.054,0.032,0.183,134.01,165507,0.59,F#/Gb,dance pop, pop, uk pop,,,,,,,,
36,2,5/14/2021,2021,5,14,t h e . c l i m b . b a c k,12648655,J. Cole,14097410,5lLNBIyjp72btcnrjBG751,5/14/2021,2021,5,14,5/14/2021,2021,5,14,70,0.618,0.632,-6.973,0.346,0.053,0.353,81.446,306257,0.319,B,conscious hip hop, hip hop, north carolina hip hop, rap,,,,,,,
70,1,3/27/2020,2020,3,27,Cool,8136247,Dua Lipa,27167675,4Ulqu89XempybuL8ApUeqL,2/11/2021,2021,2,11,3/27/2020,2020,3,27,65,0.469,0.785,-4.015,0.066,0.133,0.093,89.719,209583,0.79,F,dance pop, pop, uk pop,,,,,,,,
50,3,6/11/2021,2021,6,11,Having Our Way (feat. Drake),5424579,Migos,11690201,2NM0qHzx4Ohy8iXHEEgwlO,6/11/2021,2021,6,11,6/25/2021,2021,6,25,79,0.927,0.538,-3.917,0.116,0.031,0.095,125.983,278191,0.221,C#/Db,atl hip hop, pop rap, rap, trap,,,,,,,
32,1,5/14/2021,2021,5,14,p u n c h i n ‘ . t h e . c l o c k,14051831,J. Cole,14097410,57ZUX6TNyKLBydAdVVd02x,5/14/2021,2021,5,14,5/14/2021,2021,5,14,70,0.769,0.74,-6.579,0.378,0.197,0.171,94.104,112579,0.692,B,conscious hip hop, hip hop, north carolina hip hop, rap,,,,,,,
105,6,2/14/2020,2020,2,14,Girl,5434180,Myke Towers,6161098,43NqTeL8pgBxKHPMiJKUP5,1/24/2020,2020,1,24,3/6/2020,2020,3,6,72,0.733,0.708,-4.957,0.094,0.033,0.324,93.021,186427,0.694,F#/Gb,trap latino,,,,,,,,,,
8,71,8/14/2020,2020,8,14,Breaking Me,4977498,"Topic, A7S",151832,3H7ihDc1dqLriiWXwsc2po,12/19/2019,2019,12,19,7/23/2021,2021,7,23,84,0.789,0.72,-5.652,0.218,0.223,0.129,122.031,166794,0.664,G#/Ab,dance pop, edm, german dance, pop dance, pop edm, tropical house,,,,,
97,3,7/23/2021,2021,7,23,Woman,6858466,Doja Cat,8640063,6Uj1ctrBOjOas8xZXGqKk4,6/25/2021,2021,6,25,7/23/2021,2021,7,23,86,0.824,0.764,-4.175,0.085,0.089,0.117,107.998,172627,0.881,F,dance pop, pop,,,,,,,,,
188,1,8/21/2020,2020,8,21,if i were u (with Lauv),4561189,blackbear,4272745,0CF1RH8dQKuK2lQPSQw2lZ,8/19/2020,2020,8,19,8/21/2020,2020,8,21,64,0.666,0.628,-5.613,0.062,0.144,0.189,82.992,186468,0.767,G#/Ab,electropop, pop, pop rap,,,,,,,,
168,1,11/13/2020,2020,11,13,That’s It,5151014,"Future, Lil Uzi Vert",10491105,5n6gBhdEjCuj3obgCoTEFD,11/13/2020,2020,11,13,11/13/2020,2020,11,13,64,0.94,0.532,-5.998,0.358,0.12,0.093,123.043,228796,0.599,B,atl hip hop, pop rap, rap, southern hip hop, trap,,,,,,
27,2,11/20/2020,2020,11,20,Stay,7010227,BTS,37151476,3ndCsZfq8OVwwkz9mmZvUz,11/20/2020,2020,11,20,11/27/2020,2020,11,27,76,0.582,0.693,-5.048,0.047,0.114,0.13,125.904,204800,0.341,F#/Gb,k-pop, k-pop boy group,,,,,,,,,
80,5,6/11/2021,2021,6,11,Alcohol-Free,5259503,TWICE,9987114,0BTaaKT4RMbs5M73tOHX5Y,6/11/2021,2021,6,11,7/9/2021,2021,7,9,82,0.688,0.909,-1.992,0.062,0.047,0.067,97.097,210573,0.702,G#/Ab,k-pop, k-pop girl group,,,,,,,,,
87,1,7/16/2021,2021,7,16,Woo Baby (feat. Chris Brown),7371935,Pop Smoke,6837946,6bsqes8Zg9gUULzuCkMUs0,7/31/2021,2021,7,31,7/16/2021,2021,7,16,56,0.563,0.672,-7.226,0.077,0.359,0.097,99.772,156000,0.284,A,brooklyn drill,,,,,,,,,,
57,1,12/11/2020,2020,12,11,marjorie,12234761,Taylor Swift,42227614,12ntTeqEeTg7GAVpe8Mhpl,12/11/2020,2020,12,11,12/11/2020,2020,12,11,64,0.535,0.561,-11.609,0.048,0.876,0.115,96.103,257773,0.287,F,pop, post-teen pop,,,,,,,,,
8,8,7/10/2020,2020,7,10,Life's A Mess (feat. Halsey),4883202,Juice WRLD,19102888,5wWAwzGp2OaaoIkwcz6wZs,7/10/2020,2020,7,10,8/21/2020,2020,8,21,74,0.63,0.446,-8.9,0.035,0.337,0.166,143.078,202193,0.177,C#/Db,chicago rap, melodic rap,,,,,,,,,
155,22,7/2/2021,2021,7,2,Mr. Brightside,5382191,The Killers,6118063,7oK9VyNzrYvRFo7nQEYkWN,6/15/2004,2004,6,15,7/23/2021,2021,7,23,75,0.356,0.924,-3.74,0.081,0.001,0.095,148.017,222587,0.232,C#/Db,dance rock, modern rock, permanent wave, rock,,,,,,,
132,1,3/27/2020,2020,3,27,Du bist mein,5878493,"Zuna, Loredana, SRNO",900975,719aY5gAzJbx2PHjyalZQu,3/27/2020,2020,3,27,3/27/2020,2020,3,27,54,0.761,0.556,-6.943,0.364,0.138,0.098,187.81,160357,0.521,C#/Db,albanian hip hop, german hip hop,,,,,,,,,
151,7,1/1/2021,2021,1,1,Meia Noite (Você tem meu Whatsapp),5044252,Tarcísio do Acordeon,1200248,6sPBi0qLI6KM3yXX56NxsA,12/17/2020,2020,12,17,2/12/2021,2021,2,12,67,0.709,0.816,-4.787,0.035,0.685,0.146,150.06,237900,0.921,B,,,,,,,,,,,
106,1,5/21/2021,2021,5,21,Voilà,6935400,Barbara Pravi,75496,1uAOCTevGnyKIDbgZdOCnE,11/6/2020,2020,11,6,5/21/2021,2021,5,21,72,0.447,0.337,-8.665,0.063,0.773,0.298,135.379,176816,0.603,D,eurovision, nouvelle chanson francaise,,,,,,,,,
145,1,12/18/2020,2020,12,18,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",7363913,Bruce Springsteen,4224071,6s2wpWPFPAgKg2LXxi1Oee,1981,,1981,,12/18/2020,2020,12,18,44,0.357,0.668,-8.444,0.048,0.362,0.727,139.986,267600,0.407,C,classic rock, heartland rock, mellow gold, permanent wave, rock, singer-songwriter,,,,,
45,18,1/1/2021,2021,1,1,BEBÉ,4967348,"Camilo, El Alfa",10580764,7D7EH7MGyNHWSkqrszerI1,11/25/2020,2020,11,25,4/2/2021,2021,4,2,78,0.862,0.72,-4.048,0.038,0.487,0.06,129.972,198707,0.965,E,colombian pop, reggaeton colombiano,,,,,,,,,
35,48,1/29/2021,2021,1,29,Sweater Weather,8564017,The Neighbourhood,6662605,2QjOHCTQ1Jl3zawyYOpxh6,4/19/2013,2013,4,19,7/23/2021,2021,7,23,87,0.612,0.807,-2.81,0.034,0.05,0.101,124.053,240400,0.398,A#/Bb,modern alternative rock, modern rock, pop,,,,,,,,
93,1,4/9/2021,2021,4,9,Hey Stephen (Taylor’s Version),7385864,Taylor Swift,42227614,550erGcdD9n6PnwxrvYqZT,4/9/2021,2021,4,9,4/9/2021,2021,4,9,66,0.788,0.571,-6.135,0.03,0.106,0.093,115.99,254255,0.797,F#/Gb,pop, post-teen pop,,,,,,,,,
156,1,12/18/2020,2020,12,18,Rudolph The Red-Nosed Reindeer,7227612,Dean Martin,1139096,2L9QLAhrvtP4EYg1lY0Tnw,1/1/1959,1959,1,1,12/18/2020,2020,12,18,41,0.478,0.201,-16.768,0.033,0.919,0.085,136.471,135760,0.857,G,adult standards, easy listening, lounge, vocal jazz,,,,,,,
190,2,4/3/2020,2020,4,3,Heart On Ice,4324610,Rod Wave,2203386,6fWa5CRgy0z30OeGZyMBvD,6/14/2019,2019,6,14,4/10/2020,2020,4,10,70,0.733,0.389,-8.468,0.074,0.051,0.141,157.878,159670,0.244,A#/Bb,florida rap,,,,,,,,,,
60,5,5/8/2020,2020,5,8,BAD CON NICKY,4432210,"Bad Bunny, Nicky Jam",36177712,5bmSver2b3ZXyuyLKtgnFI,5/10/2020,2020,5,10,6/5/2020,2020,6,5,71,0.59,0.729,-4.95,0.089,0.321,0.659,93.094,202240,0.712,G,latin, reggaeton, trap latino,,,,,,,,
61,17,12/4/2020,2020,12,4,Body,5831357,"Russ Millions, Tion Wayne",323203,6uvMKqNlrSvcC4NaKnrwjZ,4/22/2021,2021,4,22,5/7/2021,2021,5,7,84,0.883,0.674,-8.043,0.357,0.21,0.068,141.02,278085,0.73,B,london rap,,,,,,,,,,
123,8,1/31/2020,2020,1,31,GOODMORNINGTOKYO!,5286044,TOKYO’S REVENGE,313480,0Q2n5yzl2XRqYbV77tZNYp,10/18/2019,2019,10,18,2/28/2020,2020,2,28,74,0.907,0.539,-7.782,0.36,0.041,0.253,124.918,150115,0.664,E,meme rap, sad rap, vapor trap, viral rap,,,,,,,
197,1,4/23/2021,2021,4,23,When I Was Your Man,4945935,Bruno Mars,32603394,0nJW01T7XtvILxQgC5J7Wh,12/7/2012,2012,12,7,4/23/2021,2021,4,23,82,0.612,0.28,-8.648,0.043,0.932,0.088,72.795,213827,0.387,C,dance pop, pop, post-teen pop,,,,,,,,
70,1,1/17/2020,2020,1,17,No Regrets (feat. Don Toliver),9493884,Eminem,46814751,1lO9CZo6eDrOy0S7khgryG,1/17/2020,2020,1,17,1/17/2020,2020,1,17,63,0.756,0.747,-5.407,0.046,0.005,0.588,134.935,200947,0.069,A,detroit hip hop, hip hop, rap,,,,,,,,
1,40,10/30/2020,2020,10,30,positions,7244853,Ariana Grande,67158068,35mvY5S1H3J2QZyna3TFe0,10/30/2020,2020,10,30,7/23/2021,2021,7,23,86,0.737,0.802,-4.771,0.088,0.468,0.093,144.015,172325,0.682,C,dance pop, pop, post-teen pop,,,,,,,,
2,52,9/4/2020,2020,9,4,Hawái,5769714,Maluma,26769304,0GzuHFG4Ql6DoyxFRnIk3F,11/5/2020,2020,11,5,7/23/2021,2021,7,23,77,0.766,0.788,-3.128,0.312,0.105,0.142,179.984,200482,0.609,F#/Gb,latin, reggaeton, reggaeton colombiano,,,,,,,,
47,7,6/12/2020,2020,6,12,The Bigger Picture,4629083,Lil Baby,7816213,44gRhRi2OhEf7moAUj6MD1,6/12/2020,2020,6,12,7/24/2020,2020,7,24,70,0.59,0.618,-5.756,0.334,0.013,0.244,96.459,252729,0.153,C#/Db,atl hip hop, atl trap, rap, trap,,,,,,,
68,3,1/31/2020,2020,1,31,Baby,5376451,"Joker Bra, VIZE",191521,1V7JaMp11LKGwKiVmSetf0,1/30/2020,2020,1,30,2/14/2020,2020,2,14,63,0.771,0.921,-4.228,0.109,0.166,0.119,128.021,148125,0.56,C#/Db,german hip hop,,,,,,,,,,
25,39,2/5/2021,2021,2,5,Paradise (feat. Dermot Kennedy),5693848,MEDUZA,441674,6ft4hAq6yde8jPZY2i5zLr,10/30/2020,2020,10,30,7/23/2021,2021,7,23,85,0.632,0.595,-7.644,0.04,0.069,0.209,124.114,167903,0.435,G#/Ab,dance pop, edm, pop dance, pop house, tropical house,,,,,,
78,1,7/10/2020,2020,7,10,Anxiety - Intro,8449557,Juice WRLD,19102888,02XcRGWPkvomFvzTamEKHg,7/10/2020,2020,7,10,7/10/2020,2020,7,10,60,0.307,0.528,-11.337,0.108,0.972,0.222,174.795,70395,0.58,B,chicago rap, melodic rap,,,,,,,,,
12,32,4/17/2020,2020,4,17,Supalonely,5089970,"BENEE, Gus Dapperton",638337,4nK5YrxbMGZstTLbvj6Gxw,11/15/2019,2019,11,15,10/9/2020,2020,10,9,77,0.863,0.631,-4.689,0.053,0.305,0.123,128.977,223480,0.817,G,alt z, nz pop, pop,,,,,,,,
77,1,10/2/2020,2020,10,2,Slidin,8243488,"21 Savage, Metro Boomin",9949044,7fxSLnklnayJNBIKntXedZ,10/2/2020,2020,10,2,10/2/2020,2020,10,2,64,0.774,0.706,-6.494,0.355,0.002,0.104,152.891,185037,0.382,D,atl hip hop, hip hop, rap, trap,,,,,,,
29,30,1/31/2020,2020,1,31,Hola - Remix,4617726,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",3600989,5stPVcRqb4qixbafP9e8lt,11/1/2019,2019,11,1,7/17/2020,2020,7,17,77,0.654,0.672,-5.98,0.311,0.471,0.078,181.857,249520,0.343,C,latin, r&b en espanol, reggaeton, trap latino,,,,,,,
89,9,9/11/2020,2020,9,11,Bande organisée,5112572,"13 Organisé, SCH, Kofs, Jul, Naps, Soso Maness, Elams, Solda, Houari",249910,205HNJ73cgpC0LAOnuQiWT,8/15/2020,2020,8,15,10/16/2020,2020,10,16,72,0.901,0.939,-2.762,0.274,0.117,0.064,142.948,356347,0.805,F#/Gb,french hip hop, pop urbaine, rap francais, rap marseille,,,,,,,
167,1,1/17/2020,2020,1,17,Dans l'espace (feat. Heuss l'Enfoiré),5678754,Gambi,951798,2KAkkba3PaYFegfmYpUITv,1/17/2020,2020,1,17,1/17/2020,2020,1,17,59,0.916,0.57,-6.278,0.18,0.029,0.085,110.05,169702,0.7,C#/Db,francoton, french hip hop, pop urbaine, rap francais,,,,,,,
102,3,1/3/2020,2020,1,3,Into the Unknown,5705999,"Idina Menzel, AURORA",1251372,3Z0oQ8r78OUaHvGPiDBR3W,11/15/2019,2019,11,15,1/10/2020,2020,1,10,74,0.323,0.405,-8.533,0.041,0.849,0.138,145.104,194848,0.274,A#/Bb,,,,,,,,,,,
92,10,9/18/2020,2020,9,18,Don Don,4731423,"Daddy Yankee, Anuel AA, Kendo Kaponi",23936368,3kml9ZdpT7UYk1ugkjqOzt,9/11/2020,2020,9,11,11/13/2020,2020,11,13,69,0.838,0.819,-4.681,0.211,0.285,0.224,105.027,275893,0.656,F,latin, latin hip hop, reggaeton, trap latino,,,,,,,
25,4,6/11/2021,2021,6,11,Solar Power,5234112,Lorde,8083566,3KdoeNlEN0BoAKWzaRLNZa,6/10/2021,2021,6,10,7/2/2021,2021,7,2,81,0.735,0.47,-9.405,0.1,0.266,0.32,87.971,192621,0.897,E,art pop, dance pop, electropop, metropopolis, nz pop, pop, post-teen pop,,,,
71,4,5/21/2021,2021,5,21,GANG GANG (with Lil Wayne),7506580,Polo G,4840346,4VW44pawoOHPUjlN7DX5vk,5/21/2021,2021,5,21,6/11/2021,2021,6,11,78,0.752,0.563,-8.066,0.209,0.146,0.103,145.05,178776,0.551,D#/Eb,chicago rap,,,,,,,,,,
175,1,12/18/2020,2020,12,18,This Christmas,6809438,Donny Hathaway,424935,38xhBO2AKrJnjdjVnhJES6,4/3/1990,1990,4,3,12/18/2020,2020,12,18,42,0.634,0.645,-9.2,0.038,0.292,0.246,93.047,231173,0.677,F,chicago soul, classic soul, funk, motown, neo soul, quiet storm, soul, southern soul,,,
2,48,10/16/2020,2020,10,16,"Lemonade (feat. Gunna, Don Toliver & NAV)",6697067,Internet Money,411579,02kDW379Yfd5PzW5A6vuGt,8/14/2020,2020,8,14,7/23/2021,2021,7,23,82,0.799,0.66,-6.153,0.079,0.256,0.111,140.04,195429,0.471,C#/Db,pop rap, rap, trap,,,,,,,,
124,1,6/11/2021,2021,6,11,Lost,6410263,Maroon 5,32262679,18XlJEroUwFo0tLZxscgXE,6/11/2021,2021,6,11,6/11/2021,2021,6,11,79,0.766,0.706,-6.553,0.16,0.223,0.064,142.989,172598,0.766,G,pop, pop rock,,,,,,,,,
67,5,6/5/2020,2020,6,5,MORE & MORE,4592745,TWICE,9998991,3omvXShuRPM3zbDpWYqf5g,6/1/2020,2020,6,1,6/26/2020,2020,6,26,70,0.739,0.841,-4.162,0.06,0.031,0.173,106.99,199653,0.562,F,k-pop, k-pop girl group,,,,,,,,,
60,17,6/12/2020,2020,6,12,GO (feat. Juice WRLD),5370330,The Kid LAROI,2238190,2rPHUAeUPbNgTmK18FPTiZ,7/24/2020,2020,7,24,12/4/2020,2020,12,4,78,0.487,0.74,-4.973,0.094,0.157,0.612,73.779,181688,0.522,F#/Gb,australian hip hop,,,,,,,,,,
132,1,4/2/2021,2021,4,2,Dancing With The Devil,5836326,Demi Lovato,20338833,2kONpeXXK70YEs7c0UQbmq,3/26/2021,2021,3,26,4/2/2021,2021,4,2,66,0.413,0.64,-5.811,0.043,0.273,0.11,75.245,243992,0.149,G#/Ab,dance pop, pop, post-teen pop,,,,,,,,
1,83,6/12/2020,2020,6,12,Blinding Lights,15011809,The Weeknd,35305637,0VjIjW4GlUZAMYd2vXMi3b,3/20/2020,2020,3,20,7/23/2021,2021,7,23,92,0.514,0.73,-5.934,0.06,0.001,0.09,171.005,200040,0.334,C#/Db,canadian contemporary r&b, canadian pop, pop,,,,,,,,
190,1,1/8/2021,2021,1,8,Warning,4860714,Morgan Wallen,2147875,64SCQtbRtmO28ks1QhS3w5,1/8/2021,2021,1,8,1/8/2021,2021,1,8,68,0.633,0.664,-5.037,0.029,0.46,0.108,115.058,156747,0.268,A#/Bb,contemporary country,,,,,,,,,,
135,6,12/27/2019,2019,12,27,Talk (feat. Disclosure),4940984,Khalid,14190858,6TqXcAFInzjp0bODyvrWEq,4/5/2019,2019,4,5,2/7/2020,2020,2,7,73,0.9,0.4,-8.575,0.127,0.052,0.06,135.984,197573,0.346,C,pop,,,,,,,,,,
20,3,10/30/2020,2020,10,30,off the table (with The Weeknd),5308945,Ariana Grande,67208170,7E1jVNoWuemqUryI4FxsVD,10/30/2020,2020,10,30,11/13/2020,2020,11,13,67,0.411,0.522,-7.295,0.098,0.519,0.398,88.332,239949,0.382,C,dance pop, pop, post-teen pop,,,,,,,,
70,2,1/31/2020,2020,1,31,"I Do It (ft. Big Sean, Lil Baby)",5561205,Lil Wayne,10710088,1bRO28yzxgO3y3UmNR29TZ,1/31/2020,2020,1,31,2/7/2020,2020,2,7,60,0.804,0.528,-3.231,0.378,0.125,0.41,138.005,184440,0.321,C#/Db,hip hop, new orleans rap, pop rap, rap, trap,,,,,,
73,1,1/17/2020,2020,1,17,Marsh,9260007,Eminem,46814751,34d7sGX6WUqq8f04e7CSNF,1/17/2020,2020,1,17,1/17/2020,2020,1,17,62,0.871,0.493,-6.356,0.205,0.013,0.385,144.989,200573,0.05,C#/Db,detroit hip hop, hip hop, rap,,,,,,,,
46,19,11/6/2020,2020,11,6,SO DONE,5440707,The Kid LAROI,2238190,5psEZhQu6lukjhavJo4AbC,10/23/2020,2020,10,23,2/26/2021,2021,2,26,74,0.719,0.598,-6.254,0.077,0.232,0.115,142.592,126521,0.303,A,australian hip hop,,,,,,,,,,
196,1,2/21/2020,2020,2,21,Mejor,4851895,"Dalex, Sech",3600989,6C1jKbkCUgFws7M0M4oGCB,3/19/2020,2020,3,19,2/21/2020,2020,2,21,63,0.524,0.577,-4.501,0.18,0.185,0.103,175.396,201361,0.19,D,latin, r&b en espanol, reggaeton, trap latino,,,,,,,
18,18,1/1/2021,2021,1,1,Afterglow,4965330,Ed Sheeran,1250353,5dA45onYgYACRp8C5xEOS9,8/13/2021,2021,8,13,4/16/2021,2021,4,16,0,0.641,0.324,-5.851,0.03,0.698,0.328,110.184,185487,0.273,B,,,,,,,,,,,
124,20,1/3/2020,2020,1,3,Eastside (with Halsey & Khalid),4397708,benny blanco,804613,0d2iYfpKoM0QCKvcLCkBao,7/12/2018,2018,7,12,5/8/2020,2020,5,8,77,0.56,0.68,-7.648,0.321,0.555,0.116,89.391,173800,0.319,F#/Gb,electropop, pop, pop rap,,,,,,,,
53,1,5/1/2020,2020,5,1,Desires (with Future),9628215,Drake,56327031,7eYAHC0RbBF9eaqWzT34Aq,5/1/2020,2020,5,1,5/1/2020,2020,5,1,64,0.812,0.506,-7.706,0.116,0.281,0.325,145.074,237946,0.554,F,canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap,,,,,
159,1,9/18/2020,2020,9,18,DEUX TOILES DE MER,5094137,Damso,3071170,6vw0mOQ5vm3C5RPm7Rvl2w,4/28/2021,2021,4,28,9/18/2020,2020,9,18,62,0.521,0.39,-9.726,0.128,0.582,0.112,104.106,315640,0.157,G#/Ab,belgian hip hop, french hip hop, pop urbaine, rap belge, rap conscient,,,,,,
30,37,10/23/2020,2020,10,23,Take You Dancing,5176493,Jason Derulo,9778632,59qrUpoplZxbIZxk6X0Bm3,7/22/2020,2020,7,22,4/2/2021,2021,4,2,82,0.789,0.711,-4.248,0.041,0.033,0.088,112.985,190306,0.753,D,dance pop, pop, pop rap, post-teen pop,,,,,,,
15,23,5/7/2021,2021,5,7,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,14273637,"Riton, Nightcrawlers",83689,4cG7HUWYHBV6R6tHn1gxrl,1/15/2021,2021,1,15,7/23/2021,2021,7,23,92,0.824,0.862,-3.424,0.126,0.008,0.303,122.98,169153,0.801,D,dance pop, house, pop dance, tropical house, uk dance,,,,,,
191,1,3/6/2020,2020,3,6,"fuck, i'm lonely (with Anne-Marie)",5226991,Lauv,4442273,09PGubKAMryhOWv1LHpCYz,3/6/2020,2020,3,6,3/6/2020,2020,3,6,74,0.806,0.558,-6.46,0.068,0.482,0.062,95.016,198973,0.678,A,dance pop, electropop, pop, post-teen pop,,,,,,,
19,6,12/18/2020,2020,12,18,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),10787165,Frank Sinatra,4953667,4kKdvXD0ez7jp1296JmAts,11/8/1994,1994,11,8,12/25/2020,2020,12,25,53,0.652,0.259,-13.336,0.06,0.903,0.362,142.169,155453,0.836,D,adult standards, easy listening, lounge,,,,,,,,
68,1,5/1/2020,2020,5,1,When To Say When,8304928,Drake,56327031,5TCBWmEBrin7etRa4Lswr1,5/1/2020,2020,5,1,5/1/2020,2020,5,1,60,0.41,0.82,-6.808,0.533,0.252,0.538,170.718,223124,0.526,C#/Db,canadian hip hop, canadian pop, hip hop, pop rap, rap, toronto rap,,,,,
