Highest_Charting_Position,Number_of_Times_Charted,Week_of_Highest_Charting_year,Week_of_Highest_Charting_month,Week_of_Highest_Charting_day,Streams,Artist,Artist_Followers,Release_Date,Release_Date_year,Release_Date_month,Release_Date_day,Weeks_Charted_year,Weeks_Charted_month,Weeks_Charted_day,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_ms,Valence,Chord,Genre_1
115,1,2020,4,24,5686981,Travis Scott,17732077,8/3/2018,2018.0,8,3.0,2020,4,24,75,0.785,0.554,-6.571,0.041,0.283,0.116,128.047,150043,0.144,C,rap
2,49,2020,11,20,11196819,BTS,37106176,11/20/2020,2020.0,11,20.0,2021,7,23,89,0.746,0.765,-4.41,0.099,0.011,0.094,114.044,199054,0.737,F#/Gb,k-pop
63,4,2020,2,28,4684378,Bad Bunny,36177712,2/29/2020,2020.0,2,29.0,2020,3,20,71,0.761,0.732,-5.469,0.055,0.092,0.072,151.982,243276,0.542,E,latin
100,11,2021,3,19,5198209,Pooh Shiesty,423237,11/6/2020,2020.0,11,6.0,2021,4,30,75,0.759,0.538,-8.256,0.384,0.151,0.126,146.933,184490,0.831,G#/Ab,memphis hip hop
46,83,2020,4,17,6569547,Billie Eilish,47014200,4/19/2018,2018.0,4,19.0,2021,7,23,86,0.351,0.296,-10.109,0.033,0.934,0.095,115.284,200186,0.12,E,electropop
39,5,2020,12,18,7045348,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",359973,1/1/1942,1942.0,1,1.0,2020,12,25,51,0.317,0.158,-16.485,0.038,0.673,0.338,130.503,177480,0.247,A,adult standards
120,1,2020,2,7,6207326,Anne-Marie,8153871,2/7/2020,2020.0,2,7.0,2020,2,7,65,0.609,0.785,-3.32,0.089,0.05,0.171,151.995,181467,0.756,B,dance pop
104,2,2020,2,28,5359969,"Bad Bunny, Myke Towers",36177712,2/29/2020,2020.0,2,29.0,2020,3,6,64,0.867,0.686,-5.342,0.221,0.311,0.1,139.968,190207,0.658,E,latin
55,4,2020,3,27,4472669,Dua Lipa,27167675,3/27/2020,2020.0,3,27.0,2020,8,14,72,0.627,0.69,-5.396,0.139,0.033,0.074,122.053,208505,0.627,A#/Bb,dance pop
177,1,2020,3,13,5043990,Lil Uzi Vert,11821805,3/13/2020,2020.0,3,13.0,2020,3,13,59,0.71,0.586,-5.331,0.381,0.248,0.193,175.987,185439,0.207,D,melodic rap
102,1,2020,12,18,8813922,Ava Max,3916979,10/15/2020,2020.0,10,15.0,2020,12,18,45,0.654,0.596,-4.68,0.046,0.424,0.11,118.078,169245,0.382,C#/Db,dance pop
64,3,2021,7,9,5016125,Bad Bunny,36142273,7/6/2021,2021.0,7,6.0,2021,7,23,83,0.592,0.494,-10.618,0.075,0.237,0.13,132.037,209771,0.231,E,latin
7,24,2021,5,7,7717211,"Los Legendarios, Wisin, Jhay Cortez",31488,2/4/2021,2021.0,2,4.0,2021,7,23,88,0.849,0.701,-4.407,0.06,0.407,0.112,98.005,261667,0.505,F#/Gb,reggaeton
121,1,2020,7,3,5931242,Pop Smoke,6852509,7/3/2020,2020.0,7,3.0,2020,7,3,61,0.831,0.762,-5.656,0.207,0.089,0.107,99.999,192000,0.495,B,brooklyn drill
70,1,2020,5,1,8285754,Drake,56327031,5/1/2020,2020.0,5,1.0,2020,5,1,58,0.473,0.824,-3.68,0.163,0.482,0.605,77.888,222929,0.374,G,canadian hip hop
97,1,2020,12,11,8901697,Kid Cudi,5002317,12/11/2020,2020.0,12,11.0,2020,12,11,63,0.646,0.758,-7.75,0.071,0.556,0.335,172.995,199787,0.064,E,hip hop
56,3,2020,5,8,4987116,"Bad Bunny, Zion & Lennox",36177712,5/10/2020,2020.0,5,10.0,2020,5,22,67,0.865,0.5,-10.805,0.086,0.012,0.098,92.976,183520,0.317,F,latin
33,5,2021,4,2,5200695,Demi Lovato,20331923,4/2/2021,2021.0,4,2.0,2021,4,30,72,0.538,0.512,-4.548,0.026,0.22,0.101,144.978,204632,0.12,E,dance pop
172,1,2020,11,27,5816739,Miley Cyrus,15778531,11/27/2020,2020.0,11,27.0,2020,11,27,74,0.551,0.756,-4.948,0.065,0.051,0.077,175.984,205733,0.618,D,dance pop
52,2,2020,1,17,4824037,Eminem,46814751,1/17/2020,2020.0,1,17.0,2020,1,24,62,0.72,0.767,-5.839,0.214,0.039,0.202,88.966,194707,0.595,A#/Bb,detroit hip hop
158,1,2020,7,3,4907751,Pop Smoke,6852509,7/3/2020,2020.0,7,3.0,2020,7,3,60,0.718,0.66,-7.39,0.325,0.363,0.159,142.879,132587,0.659,D,brooklyn drill
111,1,2020,1,10,6483001,Selena Gomez,28931149,1/10/2020,2020.0,1,10.0,2020,1,10,55,0.724,0.415,-8.408,0.052,0.764,0.103,89.999,186459,0.328,G,dance pop
167,1,2020,12,18,6985392,Pentatonix,3083825,12/6/2017,2017.0,12,6.0,2020,12,18,60,0.364,0.378,-7.381,0.033,0.47,0.339,89.918,268960,0.366,G,a cappella
90,1,2020,1,17,8335790,Eminem,46814751,1/17/2020,2020.0,1,17.0,2020,1,17,62,0.747,0.899,-5.125,0.246,0.1,0.486,92.029,177547,0.581,F,detroit hip hop
106,5,2020,9,4,5109038,WhoHeem,25417,8/20/2020,2020.0,8,20.0,2020,10,2,61,0.839,0.683,-9.232,0.165,0.007,0.241,120.003,159955,0.522,A#/Bb,viral rap
47,5,2020,12,18,6404964,The Pogues,382997,9/5/1988,1988.0,9,5.0,2020,12,25,55,0.271,0.551,-7.48,0.046,0.582,0.256,78.111,272467,0.428,D,celtic
117,1,2020,7,3,6102253,Pop Smoke,6852509,7/3/2020,2020.0,7,3.0,2020,7,3,59,0.944,0.579,-4.961,0.191,0.038,0.253,135.033,259346,0.769,G#/Ab,brooklyn drill
12,21,2020,10,2,5535339,Shawn Mendes,1251372,8/13/2021,2021.0,8,13.0,2021,2,19,0,0.333,0.637,-4.904,0.058,0.131,0.149,139.898,172693,0.132,C#/Db,
140,3,2019,12,27,4931458,Mabel,1374784,1/18/2019,2019.0,1,18.0,2020,1,10,79,0.674,0.881,-2.853,0.147,0.296,0.079,98.994,178480,0.234,A,dance pop
131,6,2019,12,27,4925843,"Riton, Oliver Heldens",83743,9/13/2019,2019.0,9,13.0,2020,1,31,76,0.737,0.828,-4.711,0.04,0.015,0.086,124.051,208474,0.517,B,dance pop
42,2,2020,10,30,5249342,Ariana Grande,67208170,10/30/2020,2020.0,10,30.0,2020,11,6,69,0.772,0.506,-6.558,0.139,0.081,0.182,127.894,200733,0.456,F#/Gb,dance pop
5,21,2020,3,6,4727554,Bad Bunny,36177712,2/29/2020,2020.0,2,29.0,2020,7,17,78,0.685,0.848,-4.561,0.086,0.086,0.078,179.87,163084,0.761,G#/Ab,latin
7,19,2020,3,6,4638728,Bad Bunny,36177712,2/29/2020,2020.0,2,29.0,2020,7,3,80,0.9,0.603,-5.313,0.065,0.402,0.134,129.928,170972,0.824,D,latin
30,9,2020,2,14,4527835,Sam Smith,17097317,2/14/2020,2020.0,2,14.0,2020,4,10,70,0.483,0.361,-7.889,0.074,0.832,0.098,171.649,193795,0.307,C,dance pop
83,1,2020,5,22,6642144,Gunna,3337982,5/22/2020,2020.0,5,22.0,2020,5,22,67,0.837,0.586,-8.521,0.081,0.281,0.134,117.066,197000,0.618,B,atl hip hop
69,2,2020,3,27,4305034,Dua Lipa,27167675,3/27/2020,2020.0,3,27.0,2020,4,3,67,0.906,0.474,-6.124,0.194,0.031,0.286,106.976,194607,0.656,C#/Db,dance pop
143,1,2020,6,12,5113459,"Ufo361, CÉLINE",1700759,6/12/2020,2020.0,6,12.0,2020,6,12,65,0.788,0.491,-9.884,0.109,0.386,0.107,98.543,146028,0.271,G#/Ab,german cloud rap
193,1,2020,1,31,4884909,Taylor Swift,42227614,8/23/2019,2019.0,8,23.0,2020,1,31,77,0.61,0.83,-4.105,0.057,0.033,0.118,182.162,193000,0.728,C,pop
157,1,2021,2,5,5479407,The Weeknd,35340069,8/28/2015,2015.0,8,28.0,2021,2,5,80,0.705,0.769,-5.526,0.043,0.113,0.105,107.949,213520,0.583,A,canadian contemporary r&b
24,3,2020,3,20,4553544,The Weeknd,35340069,3/20/2020,2020.0,3,20.0,2020,4,3,67,0.467,0.608,-7.847,0.071,0.091,0.125,80.957,211400,0.108,A#/Bb,canadian contemporary r&b
197,1,2020,12,25,5152906,Jorge & Mateus,15019109,11/13/2020,2020.0,11,13.0,2020,12,25,72,0.752,0.62,-5.536,0.051,0.309,0.075,117.399,164459,0.962,F,sertanejo
19,3,2021,1,22,5963380,Billie Eilish,47061119,1/21/2021,2021.0,1,21.0,2021,2,5,68,0.343,0.243,-14.66,0.078,0.721,0.067,135.154,203464,0.032,E,electropop
143,7,2020,8,28,4632724,"Kendrick Lamar, Jay Rock",17931101,2012,,2012,,2020,9,25,75,0.716,0.531,-7.355,0.122,0.07,0.224,71.994,386907,0.344,G,conscious hip hop
105,7,2021,4,16,5378350,"Alok, Mc Don Juan, Dj GBR",10334543,12/18/2020,2020.0,12,18.0,2021,5,28,80,0.81,0.789,-4.032,0.05,0.025,0.104,129.988,150462,0.432,F#/Gb,electro house
194,1,2020,9,18,4569978,"Kygo, Donna Summer",7593792,9/18/2020,2020.0,9,18.0,2020,9,18,71,0.681,0.773,-5.749,0.148,0.019,0.11,119.961,199008,0.429,F,edm
2,31,2020,11,13,5265630,Billie Eilish,1250353,8/13/2021,2021.0,8,13.0,2021,6,11,0,0.889,0.34,-7.773,0.07,0.218,0.055,94.009,174321,0.716,B,
180,1,2020,8,7,4625985,6ix9ine,6514102,8/2/2020,2020.0,8,2.0,2020,8,7,58,0.841,0.541,-7.121,0.229,0.019,0.123,97.961,115255,0.42,A,emo rap
151,1,2020,4,24,4914429,KSI,2010879,4/24/2020,2020.0,4,24.0,2020,4,24,58,0.572,0.519,-8.054,0.243,0,0.129,100.453,169355,0.704,A#/Bb,uk hip hop
74,1,2021,2,26,7464020,Post Malone,33663701,2/25/2021,2021.0,2,25.0,2021,2,26,72,0.47,0.709,-4.563,0.03,0.001,0.302,98.036,241360,0.247,G,dfw rap
39,1,2020,12,11,14385703,Taylor Swift,42227614,12/11/2020,2020.0,12,11.0,2020,12,11,64,0.537,0.537,-11.266,0.062,0.819,0.142,107.895,275320,0.292,G#/Ab,pop
6,47,2020,11,6,5570735,Pop Smoke,6837946,7/3/2020,2020.0,7,3.0,2021,7,23,85,0.709,0.548,-8.493,0.353,0.65,0.133,83.995,160000,0.543,A#/Bb,brooklyn drill
174,2,2020,7,3,4633313,Anuel AA,18306226,5/29/2020,2020.0,5,29.0,2020,7,10,68,0.614,0.746,-3.527,0.196,0.347,0.087,168.072,259250,0.601,A#/Bb,latin
146,1,2020,10,30,5605234,Michael Jackson,19345579,9/27/2017,2017.0,9,27.0,2020,10,30,68,0.764,0.887,-3.726,0.074,0.082,0.847,118.427,358053,0.72,B,pop
144,27,2021,4,2,5379704,The Police,4339245,6/17/1983,1983.0,6,17.0,2021,7,23,83,0.82,0.452,-9.796,0.035,0.543,0.071,117.401,253920,0.74,C#/Db,album rock
176,9,2021,2,12,4974880,Ed Sheeran,83337783,6/21/2014,2014.0,6,21.0,2021,2,26,83,0.614,0.379,-10.48,0.048,0.607,0.099,107.989,258987,0.201,E,pop
76,4,2021,6,18,5883145,KSI,2008516,6/18/2021,2021.0,6,18.0,2021,7,16,81,0.356,0.684,-7.347,0.088,0.152,0.101,87.188,193733,0.347,G#/Ab,uk hip hop
49,1,2020,2,28,12059592,Lil Uzi Vert,11821805,3/1/2020,2020.0,3,1.0,2020,2,28,67,0.719,0.611,-5.01,0.04,0.058,0.155,129.962,212354,0.489,G,melodic rap
24,5,2020,12,18,9509781,"John Lennon, Yoko Ono",4313100,10/5/2010,2010.0,10,5.0,2020,12,25,53,0.321,0.64,-10.023,0.032,0.28,0.718,146.172,214333,0.414,D,album rock
58,19,2021,2,26,5218146,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",22718,11/20/2020,2020.0,11,20.0,2021,5,14,79,0.824,0.837,-4.603,0.107,0.573,0.271,100.021,289933,0.58,F,reggaeton
168,1,2021,3,12,5439646,Machine Gun Kelly,3868320,3/12/2021,2021.0,3,12.0,2021,3,12,74,0.632,0.922,-2.173,0.079,0.006,0.093,88.972,137747,0.497,G,ohio hip hop
82,1,2021,6,25,8218423,"Tyler, The Creator",6777818,6/25/2021,2021.0,6,25.0,2021,6,25,74,0.685,0.855,-6.724,0.438,0.329,0.301,157.181,223719,0.46,C#/Db,hip hop
129,1,2021,7,16,6161664,Pop Smoke,6837946,7/31/2021,2021.0,7,31.0,2021,7,16,54,0.912,0.589,-7.476,0.2,0.033,0.08,135.921,123549,0.486,G#/Ab,brooklyn drill
147,1,2020,3,13,5496780,Lil Uzi Vert,11821805,3/13/2020,2020.0,3,13.0,2020,3,13,60,0.95,0.654,-5.895,0.307,0.074,0.138,132.936,194844,0.886,C,melodic rap
2,44,2020,8,14,4916860,Drake,56308172,8/14/2020,2020.0,8,14.0,2021,6,18,83,0.761,0.518,-8.871,0.134,0.244,0.107,133.976,261493,0.522,C,canadian hip hop
65,5,2020,8,28,4628159,"Internet Money, Diplo",412466,8/29/2020,2020.0,8,29.0,2020,9,25,70,0.761,0.517,-6.916,0.093,0.114,0.157,147.912,174730,0.46,F,pop rap
110,1,2020,5,15,6057848,Future,10491105,5/15/2020,2020.0,5,15.0,2020,5,15,61,0.768,0.526,-7.182,0.209,0.237,0.139,139.999,167552,0.473,C,atl hip hop
170,1,2021,3,5,5321946,"Francesca Michielin, Fedez",568711,3/3/2021,2021.0,3,3.0,2021,3,5,67,0.641,0.636,-4.318,0.041,0.289,0.125,89.826,222667,0.285,A#/Bb,italian adult pop
112,10,2020,7,3,4615520,"Mc Zaac, Anitta, Tyga",1555628,6/26/2020,2020.0,6,26.0,2020,9,4,68,0.935,0.71,-5.085,0.158,0.077,0.173,100.009,168507,0.635,B,funk carioca
158,1,2021,1,8,5446609,Morgan Wallen,2147875,1/8/2021,2021.0,1,8.0,2021,1,8,75,0.403,0.537,-6.628,0.031,0.59,0.112,69.877,202133,0.414,D#/Eb,contemporary country
65,7,2019,12,27,6066001,Lizzo,3991674,2016,,2016,,2020,2,7,71,0.668,0.892,-3.001,0.065,0.298,0.735,95.927,159011,0.478,F,dance pop
63,1,2021,6,25,9503981,"Tyler, The Creator",6777818,6/25/2021,2021.0,6,25.0,2021,6,25,77,0.703,0.845,-4.851,0.337,0.169,0.122,97.672,146482,0.745,A#/Bb,hip hop
138,4,2021,7,23,5847975,Gusttavo Lima,12969190,6/19/2021,2021.0,6,19.0,2021,7,23,85,0.774,0.732,-4.227,0.031,0.108,0.243,135.005,192725,0.734,A,sertanejo
136,32,2020,6,5,4390823,5 Seconds of Summer,7744095,6/15/2018,2018.0,6,15.0,2020,8,21,80,0.596,0.854,-5.114,0.463,0.017,0.124,120.274,203418,0.152,G,boy band
80,1,2021,4,9,7852063,Taylor Swift,42227614,4/9/2021,2021.0,4,9.0,2021,4,9,66,0.559,0.646,-4.61,0.027,0.116,0.32,95.466,294419,0.289,G,pop
69,1,2021,6,25,9142721,"Tyler, The Creator",6777818,6/25/2021,2021.0,6,25.0,2021,6,25,79,0.468,0.652,-4.912,0.072,0.333,0.55,140.223,588139,0.39,C,hip hop
171,1,2020,11,27,5842320,Trio Vegabajeño,36177712,11/27/2020,2020.0,11,27.0,2020,11,27,56,0.764,0.523,-7.371,0.041,0.777,0.352,118.671,199720,0.962,D,latin
105,7,2019,12,27,4861378,"Daddy Yankee, Snow",1251372,8/12/2021,2021.0,8,12.0,2020,2,7,3,0.737,0.86,-2.652,0.059,0.11,0.057,93.989,193227,0.656,G#/Ab,
35,3,2020,10,2,5125708,BLACKPINK,23848461,10/2/2020,2020.0,10,2.0,2020,10,16,69,0.686,0.64,-5.491,0.159,0.033,0.08,162.225,171798,0.597,G#/Ab,k-pop
131,1,2020,5,8,5364262,"Bad Bunny, Gabriela",36177712,5/10/2020,2020.0,5,10.0,2020,5,8,62,0.779,0.764,-8.217,0.094,0.221,0.091,158.093,176440,0.675,C,latin
152,2,2021,6,25,5347263,Bo Burnham,1042079,6/10/2021,2021.0,6,10.0,2021,7,2,81,0.352,0.424,-10.131,0.039,0.733,0.066,127.047,302951,0.141,F#/Gb,comic
18,33,2020,10,23,5181180,Ritt Momney,100463,4/24/2020,2020.0,4,24.0,2021,4,23,81,0.399,0.491,-10.778,0.054,0.056,0.11,91.066,210463,0.151,F#/Gb,bedroom pop
5,1,2021,7,23,33948454,Lil Nas X,5473565,7/23/2021,2021.0,7,23.0,2021,7,23,96,0.736,0.704,-7.409,0.062,0.02,0.05,149.995,212000,0.894,D#/Eb,lgbtq+ hip hop
171,1,2020,1,24,5215211,Megan Thee Stallion,4794212,1/24/2020,2020.0,1,24.0,2020,1,24,59,0.742,0.731,-4.362,0.306,0.085,0.131,174.019,183143,0.547,B,houston rap
142,3,2020,6,12,4633237,Lil Baby,7816213,2/28/2020,2020.0,2,28.0,2020,6,26,71,0.585,0.641,-4.269,0.133,0.029,0.316,88.284,197530,0.266,F#/Gb,atl hip hop
176,1,2021,6,25,5393789,Doja Cat,8640063,6/25/2021,2021.0,6,25.0,2021,6,25,73,0.619,0.707,-5.791,0.05,0.037,0.13,168.995,212947,0.558,C#/Db,dance pop
75,1,2020,5,29,7734309,Lady Gaga,18585963,5/29/2020,2020.0,5,29.0,2020,5,29,60,0.642,0.792,-5.746,0.049,0.158,0.68,122.965,244880,0.09,C,dance pop
104,16,2021,2,5,4976405,Arctic Monkeys,12375514,9/9/2013,2013.0,9,9.0,2021,4,16,82,0.691,0.631,-6.478,0.037,0.048,0.104,92.004,161124,0.8,D,garage rock
77,14,2020,2,28,4425610,Lil Baby,7816213,11/8/2019,2019.0,11,8.0,2020,4,3,69,0.882,0.602,-5.554,0.245,0.018,0.178,142.959,183011,0.43,B,atl hip hop
88,83,2020,6,26,6699895,Imagine Dragons,35285425,6/23/2017,2017.0,6,23.0,2021,7,23,86,0.776,0.78,-4.374,0.128,0.062,0.081,124.949,204347,0.666,A#/Bb,modern rock
175,4,2021,7,2,5242097,"BLANCO, Sfera Ebbasta",127364,6/17/2021,2021.0,6,17.0,2021,7,16,83,0.477,0.844,-4.87,0.046,0.003,0.137,169.941,220235,0.203,B,italian hip hop
17,10,2021,5,21,11287301,Olivia Rodrigo,6266514,5/21/2021,2021.0,5,21.0,2021,7,23,90,0.695,0.575,-6.334,0.116,0.198,0.061,163.929,173160,0.699,A#/Bb,pop
177,1,2020,9,25,4977405,"Joji, BENEE",4759367,9/25/2020,2020.0,9,25.0,2020,9,25,67,0.668,0.547,-8.024,0.035,0.398,0.093,83.5,194871,0.192,C#/Db,alternative r&b
116,1,2020,5,8,5784075,Bad Bunny,36177712,5/10/2020,2020.0,5,10.0,2020,5,8,64,0.856,0.656,-6.483,0.131,0.165,0.1,90.041,150060,0.586,F,latin
139,2,2020,7,3,4729070,6ix9ine,6514102,7/3/2020,2020.0,7,3.0,2020,7,10,60,0.672,0.733,-5.377,0.057,0.003,0.199,105.043,149857,0.354,B,emo rap
139,1,2021,4,9,5988511,DMX,2815928,5/1/1998,1998.0,5,1.0,2021,4,9,72,0.88,0.577,-8.093,0.302,0.056,0.201,90.991,214440,0.74,A#/Bb,east coast hip hop
89,7,2019,12,27,5013732,"DJ Snake, J Balvin",7408249,7/25/2019,2019.0,7,25.0,2020,2,7,77,0.694,0.758,-2.986,0.218,0.278,0.102,192.091,185195,0.371,B,dance pop
109,2,2020,10,9,4870203,Bebe Rexha,6569150,10/9/2020,2020.0,10,9.0,2020,10,16,69,0.737,0.867,-2.259,0.046,0.04,0.32,98.05,175873,0.506,B,dance pop
88,31,2021,1,29,5323062,Pop Smoke,6852509,7/20/2020,2020.0,7,20.0,2021,4,2,82,0.905,0.647,-5.065,0.107,0.019,0.282,130.97,190534,0.367,A#/Bb,brooklyn drill
116,1,2020,2,14,6520106,Justin Bieber,48544923,2/14/2020,2020.0,2,14.0,2020,2,14,58,0.438,0.315,-8.186,0.038,0.608,0.151,190.064,170587,0.449,G#/Ab,canadian pop
43,2,2020,11,27,5375449,Bad Bunny,36177712,11/27/2020,2020.0,11,27.0,2020,12,4,70,0.643,0.727,-5.506,0.039,0.044,0.123,90.019,162299,0.295,C#/Db,latin
86,5,2020,7,3,4583475,Ty Dolla $ign,3866304,10/22/2020,2020.0,10,22.0,2020,7,31,71,0.818,0.598,-5.948,0.113,0.057,0.634,111.052,231618,0.331,A#/Bb,hip hop
186,1,2021,4,16,5159208,Os Barões Da Pisadinha,4271775,2/19/2021,2021.0,2,19.0,2021,4,16,80,0.593,0.932,-2.324,0.053,0.302,0.133,171.977,147876,0.913,G#/Ab,forro
4,29,2020,11,20,6142975,BTS,37106176,11/20/2020,2020.0,11,20.0,2021,7,9,84,0.566,0.716,-5.733,0.042,0.007,0.37,81.068,207481,0.45,C#/Db,k-pop
52,5,2020,12,18,5687085,Kylie Minogue,1324920,11/30/2010,2010.0,11,30.0,2020,12,25,42,0.685,0.391,-7.183,0.044,0.744,0.142,87.101,202547,0.443,C#/Db,australian dance
79,2,2020,7,3,4535580,Pop Smoke,6852509,7/3/2020,2020.0,7,3.0,2020,7,10,72,0.739,0.616,-6.963,0.034,0.252,0.101,91.071,158466,0.654,G,brooklyn drill
54,3,2020,12,11,5209372,Kid Cudi,5002317,12/11/2020,2020.0,12,11.0,2020,12,25,76,0.619,0.589,-6.531,0.124,0.43,0.378,143.896,174960,0.158,C#/Db,hip hop
83,3,2020,12,18,9548924,Sam Smith,17097317,12/5/2014,2014.0,12,5.0,2020,12,18,46,0.438,0.178,-9.402,0.041,0.957,0.316,75.248,170964,0.344,F,dance pop
97,1,2021,6,4,7324233,"Lil Baby, Lil Durk",7805880,6/4/2021,2021.0,6,4.0,2021,6,4,81,0.596,0.65,-5.167,0.337,0.138,0.14,133.997,257428,0.188,A,atl hip hop
3,28,2021,4,2,14174752,Masked Wolf,365975,1/6/2021,2021.0,1,6.0,2021,7,23,89,0.778,0.695,-6.865,0.091,0.175,0.15,149.996,132780,0.472,E,australian hip hop
139,1,2020,5,22,5193309,Gunna,3337982,5/22/2020,2020.0,5,22.0,2020,5,22,63,0.823,0.504,-8.65,0.16,0.206,0.417,112.985,169907,0.481,G#/Ab,atl hip hop
127,1,2020,4,10,5291167,Bonez MC,1683006,4/9/2020,2020.0,4,9.0,2020,4,10,59,0.839,0.594,-9.087,0.139,0.249,0.165,76.007,179844,0.58,C,german hip hop
112,28,2020,3,20,5044929,Conan Gray,3799104,3/20/2020,2020.0,3,20.0,2021,3,5,82,0.628,0.639,-5.46,0.044,0.002,0.354,108.045,185773,0.493,G#/Ab,alt z
60,1,2021,3,19,10024729,Justin Bieber,48544923,3/19/2021,2021.0,3,19.0,2021,3,19,66,0.759,0.584,-6.655,0.06,0.065,0.16,127.138,186696,0.374,G#/Ab,canadian pop
148,7,2020,1,3,4836113,J. Cole,14103694,1/23/2019,2019.0,1,23.0,2020,2,7,79,0.837,0.364,-11.713,0.276,0.149,0.271,123.984,213594,0.463,G#/Ab,conscious hip hop
43,29,2019,12,27,4959754,"J Balvin, Bad Bunny",29051363,6/28/2019,2019.0,6,28.0,2021,4,16,83,0.754,0.646,-5.795,0.317,0.152,0.108,176.089,242573,0.429,G,latin
15,24,2020,1,3,4413457,Camila Cabello,22698747,12/6/2019,2019.0,12,6.0,2020,6,12,78,0.724,0.491,-6.024,0.03,0.018,0.089,105.046,170746,0.383,G#/Ab,dance pop
58,1,2020,5,29,9266945,Lady Gaga,18585963,5/29/2020,2020.0,5,29.0,2020,5,29,63,0.731,0.927,-3.634,0.078,0.023,0.187,119.006,191467,0.478,C,dance pop
83,1,2020,5,8,7055918,Bad Bunny,36177712,5/10/2020,2020.0,5,10.0,2020,5,8,63,0.869,0.727,-7.397,0.123,0.059,0.107,147.967,143240,0.92,G,latin
17,6,2020,12,18,10476212,Band Aid,4883,1/1/2004,2004.0,1,1.0,2020,12,25,51,0.599,0.642,-6.936,0.036,0.164,0.099,115.412,222533,0.349,C,musical advocacy
198,1,2019,12,27,4607385,"Dadá Boladão, Tati Zaqui, OIK",208630,9/25/2019,2019.0,9,25.0,2019,12,27,60,0.832,0.55,-7.026,0.059,0.249,0.182,154.064,152784,0.881,F,brega funk
15,24,2020,7,17,6567755,"Tory Lanez, Jack Harlow",3828418,6/24/2020,2020.0,6,24.0,2020,12,4,80,0.904,0.723,-5.224,0.26,0.063,0.185,145.013,227478,0.835,B,canadian hip hop
32,1,2021,7,23,13205250,Camila Cabello,22683756,7/23/2021,2021.0,7,23.0,2021,7,23,88,0.666,0.796,-6.967,0.103,0.049,0.044,110.108,164842,0.61,A#/Bb,dance pop
80,18,2020,2,7,4395061,"Alan Walker, Ava Max",29679430,12/27/2019,2019.0,12,27.0,2020,4,24,77,0.67,0.668,-4.306,0.042,0.536,0.133,88.033,179053,0.608,D#/Eb,electro house
113,4,2020,8,14,4547965,Rod Wave,2203386,8/7/2020,2020.0,8,7.0,2020,8,28,60,0.874,0.443,-9.628,0.241,0.147,0.124,118.004,235988,0.298,F,florida rap
33,7,2021,6,25,8564775,Trinidad Cardona,116817,2/2/2018,2018.0,2,2.0,2021,7,23,87,0.708,0.782,-4.687,0.067,0.008,0.107,119.997,160880,0.484,D,
137,1,2021,5,21,6237019,Go_A,107553,3/10/2021,2021.0,3,10.0,2021,5,21,75,0.527,0.737,-5.34,0.064,0.05,0.105,116.431,172675,0.499,E,eurovision
159,1,2021,7,16,5702636,Pop Smoke,6837946,7/31/2021,2021.0,7,31.0,2021,7,16,53,0.723,0.667,-7.524,0.351,0.256,0.261,143.044,208112,0.396,D,brooklyn drill
109,6,2021,2,5,5079857,"The Weeknd, Daft Punk",35340069,11/25/2016,2016.0,11,25.0,2021,3,12,80,0.773,0.819,-5.946,0.118,0.428,0.068,92.987,269187,0.585,C,canadian contemporary r&b
192,1,2020,10,16,4665053,Lana Del Rey,13697048,3/19/2021,2021.0,3,19.0,2020,10,16,67,0.303,0.249,-11.715,0.111,0.97,0.117,66.932,200661,0.131,C,art pop
141,1,2020,7,31,5752169,Apache 207,1674348,7/31/2020,2020.0,7,31.0,2020,7,31,59,0.819,0.507,-7.336,0.088,0.482,0.105,130.009,152013,0.634,C#/Db,german hip hop
43,2,2020,8,21,11373347,"Internet Money, Gunna, Don Toliver, NAV",412466,8/14/2020,2020.0,8,14.0,2020,8,21,82,0.799,0.66,-6.153,0.079,0.256,0.111,140.04,195429,0.471,C#/Db,pop rap
179,1,2021,6,25,5362817,Doja Cat,8640063,6/25/2021,2021.0,6,25.0,2021,6,25,74,0.678,0.531,-5.029,0.037,0.126,0.377,99.008,177373,0.176,A#/Bb,dance pop
168,3,2020,3,20,5233359,The Weeknd,35340069,3/30/2018,2018.0,3,30.0,2021,2,5,80,0.461,0.593,-4.954,0.036,0.17,0.307,134.17,228373,0.175,C#/Db,canadian contemporary r&b
77,14,2020,6,26,4488631,S1mba,46992,3/4/2020,2020.0,3,4.0,2020,8,14,73,0.613,0.624,-6.66,0.206,0.496,0.283,62.948,167917,0.804,B,afroswing
20,5,2021,4,9,5480722,Taylor Swift,42227614,4/9/2021,2021.0,4,9.0,2021,4,30,74,0.66,0.817,-6.269,0.052,0.162,0.067,135.942,277592,0.714,B,pop
145,1,2020,8,21,5440253,"Capital Bra, Cro",4093115,9/17/2020,2020.0,9,17.0,2020,8,21,56,0.744,0.644,-5.562,0.064,0.229,0.204,96.852,151360,0.577,G#/Ab,german hip hop
